path,tm_id,source,image_filename
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_47_cat13.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_166_cat99.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_4_glyph_99_cat22.jpg,Isak,yolo,Isak_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_375_cat58.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_302_cat200.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_454_cat211.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_142_cat44.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_1_glyph_326_cat211.jpg,Isak,yolo,Isak_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_603_cat200.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_1_glyph_64_cat22.jpg,Isak,yolo,Isak_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_808_cat200.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_721_cat200.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_166_cat118.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_1_glyph_183_cat200.jpg,Menas,yolo,Menas_1.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_272_cat200.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_589_cat118.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_225_cat119.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_158_cat22.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_578_cat149.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_579_cat224.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_413_cat118.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_26_cat7.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_65_cat22.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_8_glyph_136_cat185.jpg,Andreas,yolo,Andreas_8.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_299_cat211.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_211_cat118.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_178_cat22.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_697_cat200.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_4_glyph_37_cat118.jpg,Hermauos,yolo,Hermauos_4.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_609_cat160.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_1094_cat224.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_286_cat22.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_486_cat99.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_4_glyph_119_cat22.jpg,Isak,yolo,Isak_4.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_4_glyph_58_cat22.jpg,Kyros,yolo,Kyros3_4.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_164_cat99.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_97_cat58.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_66_cat22.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_506_cat211.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_100_cat22.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_4_glyph_7_cat7.jpg,Isak,yolo,Isak_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_431_cat99.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_137_cat22.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_226_cat58.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_35_cat13.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_167_cat106.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_381_cat118.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_24_cat13.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_310_cat200.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_460_cat99.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_4_glyph_137_cat224.jpg,Hermauos,yolo,Hermauos_4.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_4_glyph_149_cat119.jpg,Kyros,yolo,Kyros3_4.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_1_glyph_62_cat58.jpg,Pilatos,yolo,Pilatos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_4_glyph_3_cat7.jpg,Kyros,yolo,Kyros3_4.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_4_glyph_227_cat211.jpg,Kyros,yolo,Kyros3_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_1_cat7.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_36_cat13.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_197_cat118.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_112_cat44.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_135_cat118.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_1_glyph_246_cat200.jpg,Isak,yolo,Isak_1.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_380_cat211.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_193_cat160.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_338_cat200.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_495_cat118.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_329_cat211.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_43_cat7.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_6_cat7.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_1105_cat224.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_1_glyph_202_cat200.jpg,Menas,yolo,Menas_1.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_231_cat200.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_478_cat211.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_842_cat224.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_826_cat224.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_1022_cat224.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_209_cat58.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_188_cat118.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_75_cat44.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_725_cat200.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_1_glyph_43_cat22.jpg,Pilatos,yolo,Pilatos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_1_glyph_209_cat119.jpg,Isak,yolo,Isak_1.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_1_glyph_279_cat200.jpg,Menas,yolo,Menas_1.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_321_cat200.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_8_glyph_24_cat22.jpg,Andreas,yolo,Andreas_8.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_88_cat22.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_4_glyph_26_cat22.jpg,Hermauos,yolo,Hermauos_4.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_284_cat200.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_406_cat211.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_712_cat200.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_236_cat119.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_840_cat224.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_82_cat58.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros1_3_glyph_100_cat200.jpg,Kyros,yolo,Kyros1_3.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_4_glyph_199_cat200.jpg,Kyros,yolo,Kyros3_4.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_1_glyph_306_cat200.jpg,Isak,yolo,Isak_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_74_cat44.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_709_cat200.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_1_glyph_278_cat200.jpg,Menas,yolo,Menas_1.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_4_glyph_272_cat200.jpg,Isak,yolo,Isak_4.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_368_cat200.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_99_cat58.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_1_glyph_117_cat200.jpg,Pilatos,yolo,Pilatos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros1_1_glyph_4_cat7.jpg,Kyros,yolo,Kyros1_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_61_cat22.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_197_cat118.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_52_cat13.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_4_glyph_69_cat22.jpg,Kyros,yolo,Kyros3_4.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_1_glyph_143_cat99.jpg,Isak,yolo,Isak_1.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_1_glyph_8_cat7.jpg,Pilatos,yolo,Pilatos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_1_glyph_9_cat7.jpg,Menas,yolo,Menas_1.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_141_cat99.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_297_cat200.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_4_glyph_46_cat22.jpg,Kyros,yolo,Kyros3_4.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_269_cat200.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_374_cat211.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_98_cat22.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_1_glyph_304_cat211.jpg,Menas,yolo,Menas_1.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_235_cat200.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_248_cat99.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_41_cat22.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_384_cat200.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_4_glyph_154_cat22.jpg,Isak,yolo,Isak_4.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_289_cat211.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_161_cat22.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_236_cat160.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_274_cat149.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_64_cat58.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_134_cat118.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_186_cat118.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_3_glyph_216_cat200.jpg,Abraamios,yolo,Abraamios_3.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_55_cat13.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_80_cat22.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_254_cat200.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_84_cat58.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_687_cat200.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_312_cat200.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_178_cat118.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_551_cat211.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_4_glyph_7_cat7.jpg,Kyros,yolo,Kyros3_4.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_13_cat7.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_194_cat22.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_936_cat211.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros1_1_glyph_227_cat211.jpg,Kyros,yolo,Kyros1_1.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_319_cat118.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_551_cat118.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_208_cat118.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_129_cat58.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_685_cat200.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_993_cat211.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_4_glyph_84_cat22.jpg,Dioscorus,yolo,Dioscorus_4.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros3_1_glyph_330_cat211.jpg,Kyros,yolo,Kyros3_1.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros1_3_glyph_147_cat200.jpg,Kyros,yolo,Kyros1_3.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_11_cat7.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_12_cat7.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Dioscorus_2_glyph_109_cat22.jpg,Dioscorus,yolo,Dioscorus_2.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros1_1_glyph_69_cat22.jpg,Kyros,yolo,Kyros1_1.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_263_cat200.jpg,Pilatos,yolo,Pilatos_6.jpg
grk_pipeline_train/2_cropped_glyphs/Hermauos_1_glyph_839_cat224.jpg,Hermauos,yolo,Hermauos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_284_cat211.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Andreas_5_glyph_195_cat118.jpg,Andreas,yolo,Andreas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Kyros1_3_glyph_179_cat211.jpg,Kyros,yolo,Kyros1_3.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_4_glyph_313_cat211.jpg,Isak,yolo,Isak_4.jpg
grk_pipeline_train/2_cropped_glyphs/Victor_7_glyph_4_cat7.jpg,Victor,yolo,Victor_7.jpg
grk_pipeline_train/2_cropped_glyphs/Isak_4_glyph_319_cat211.jpg,Isak,yolo,Isak_4.jpg
grk_pipeline_train/2_cropped_glyphs/Menas_5_glyph_220_cat149.jpg,Menas,yolo,Menas_5.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_1_glyph_164_cat224.jpg,Pilatos,yolo,Pilatos_1.jpg
grk_pipeline_train/2_cropped_glyphs/Abraamios_1_glyph_357_cat211.jpg,Abraamios,yolo,Abraamios_1.jpg
grk_pipeline_train/2_cropped_glyphs/Pilatos_6_glyph_440_cat211.jpg,Pilatos,yolo,Pilatos_6.jpg
